artist,verses_cleaned
Drake, can you do somethin' for me can you hit a lil' rich flex for me and can you do somethin' for me drop some bars to my pussy ex for me then can you do somethin' for me yeah can you talk to the opps necks for me okay do your thing do your thing do your thing do your thingall you hoes all of you hoes need to remember who y'all talkin' to it's a slaughter gang ceo i got dick for you if i'm not workin' girl if i'm busy then fuck no you need to find you someone else to call when your bank account get low you need to find you someone ayy ayy ayy ayy ayy i'm on that slaughter gang shit ayy murder gang shit ayy slaughter gang shit ayy murder gang shit ayysticks and stones chrome on chrome that's just what a nigga on internet clones got 'em kissin' through the phone pussies cliquin' up so they don't feel alone ayy nan' nigga seein' me i'm young money cmb i used to roll with cmg the house is not a bnb the bad bitches waitin' on a nigga like i'm pnd i'm steady pushin' p you niggas pushing ptsd i told her ass to kiss me in the club fuck a tmz i used to want a gmc when woe was doing b e we revvin' up and goin' on a run like we dmc i layup with her for a couple days then its brb you rappers love askin' if i fucked when you know we did when you know we did she came in heels but she left out on her cozy shit ayy i'm livin' every twenty four like kobe did shoutout to the ix r i p to swear this shit is gettin' ate i'm on ten for the cake get a lot of love from twelve but i don't reciprocate fifty one division stay patrollin' when it's late my addy so the knife is on the gate all the dawgs eatin' off a baccarat plate niggas see drake and they underestimate take it from a vet' that's a rookie ass mistake ayyah what what slaughter gang shit ayy murder gang shit ayy slaughter gang shit ayy murder gang shit ayy slaughter gang shit ayy murder gang shit on god boy look you the motherfuckin' man boy you ooh you is the man you hear me 
Drake,check yes one one one one ayy yeah look the most decorated competition decimated my drive is dedicated your drive is designated niggas got you to the spot and then you separated reasons for it speculated we know how it escalated rarely celebrated grade eleven educated radio is king again billboard got me regulated wanna makе it fair for you numbers that i generatеd do right and kill everything people knew that death awaited taylor swift the only nigga that i ever rated only one could make me drop the album just a little later rest of y'all i treat you like you never made it leave your label devastated even when you pad the stats period i never hated even when you stab me in the back the vest is metal plated tryna see a b inside my circle like i'm gettin' graded man all this luggage in the lobby like i'm gettin' traded every time you need me for a boost i never hesitated every time that yeezy called a truce he had my head inflated thinkin' we gon' finally peace it up and get to levitatin' realize that everything premeditated everyone was good with me then everyone expression faded tickin' time bomb and they beggin' me to detonate it if i press this red button dog everybody heaven gated press this red button dog and everything forever changes word to m dolla she the only one could maybe save it should've hit you first but sis you know about the shit i've taken niggas think it's sweet but i am not a diabetic patient no i will start blackin' over here like it's segregation i will fuckin' double cross you niggas like it's meditation i'll give you a hard pill to swallow this your medication i will fuckin' pop up on your ass like a revelation i could tell you better than i show you this a demonstration i will fuckin' leave you in the dirt like some vegetation chemicals is mixin' in my brain and killin' hesitation i will fuckin' force a few shots like a vaccination niggas fuckin' call me up to cap this not a graduation i will fuckin' put your ass on pause like i'm pastor mason i will set alarms off and cause a whole evacuation i'll fuckin' i'll fuckin' i'll get to you ten years from now like procrastination i'll fuckin' find out wherever y'all are celebratin' pull up park my phantom on the curb like i'm larry david and then we'll see who's really crazy see drake liveget tickets as low as you might also like yeah grrah
Drake,touch my forehead chest left shoulder then right side pray my brothers are good outside i know the vibes i know the vibes you're the one girl stop rollin' eyes i find love and it slowly dies so lilah pi don't make my eye cry let me hold your controlla i am not one of these controlling guys i want you to touch road with the girls dem and socialize enjoy your life your backside is so fit it opens eyes i know the vibes i know the vibes just 'cause i'm not jealous doesn't mean i don't care that's just not fair i knew you were trouble i was unprepared if i were married this might turn a scandalous affair trouble is there trouble is there trouble been right there trouble is there trouble gon' find me anywhere trouble gon' find me bubble and wine y ayy trouble gon' find me trouble'll find me anywhere trouble'll find me trouble will find me it's okay girl bubble and wine y they want me dead but don't remind me both hands around you it's not tiny
Drake,i had to cut some niggas off they didn't mean me no good i come from the ghetto so my trunk is in my hood she wouldn't wear no panties 'round me even if she could gave out plenty spankings 'til they got it understood fuck the nosebleeds baby come sit on this wood if you know it's tension don't come 'round me like it's good i got street smarts and you can't get this out no book i can't right my wrongs but i can still write these hooks oh time to get exposed you ain't been from 'round here nigga come get off your show savage said you pussy and he hit it on the nose but that board is opеn why you actin' like it's closed i don't know y'all be goin' in and out rеcessions the same way that i be goin' in and out of texas or in and out my sessions or in and out her best friends or in and out these courtrooms my lawyer like objection yeah woah woah all my bitches spanish bodiqua water on my neck these diamonds came with coral reefer she from overseas i had to buy her a new visa met your wife in vegas but i hit her in ibiza she a supermodel so she only eatin' caesar used to date a rapper but he acted like a diva niggas hustlin' backwards out here ballin' with the reup popped an adderall i feel like i can lift a tree up seen too many cameras so i never lift my ski up yeah i jump on your song and make you sound like you the feature i jump on your song and make a label think they need ya for real yeah you might also likeon that bullshit okay on that bullshit okay on that bullshit okay on that bullshit okay on that bullshit okay on that bullshit okay on that bullshit we on all the bullshit okay on that bullshit okay on that bullshit okay okay on that bullshit okay on that bullshit yeah on that bullshit okay on that bullshit okay all the bullshitdamn maybe i should do a twenty maybe i should break that twenty do a ten maybe i should break that ten do a five then if it gets live do a five again if he held his tongue on that live he'd be alive again damn my uncle's sister know she raised a real one ill one it's been thirty minutes i don't feel nothin' oh shit wait a minute think i'm startin' to feel somethin' where you get this motherfuckin' pill from heard they got some sanctions on my name heard they plottin' on my name heard they bankin' on my name i got lita in this bitch and he might spank it on a lane i'm just what in the cut throwin' franklins on her frame i'm a ayy i'm a gentleman i'm generous i blow a half a million on you hoes i'm a feminist i never put no prices on no beef until we end this shit i pay a half a million for his soul he my nemesison that bullshit okay on that bullshit okay on that bullshit okay on that bullshit okay on that bullshit okay on that bullshit okay on that bullshit we on all the bullshit okay on that bullshit okay on that bullshit okay okay on that bullshit okay on that bullshit yeah on that bullshit okay on that bullshit okay all the bullshit
Drake,yeah i been trappin' 'round the world i sit on my balcony and wonder how you feelin' i got a career that takes my time away from women i cannot convince you that i love you for a livin' will wait for you for you i be on your line feelings flowin' like a river you be textin' back you at kiki on the river i will wait for you message say delivered i will wait for you but i know that you don't get it why you introduce us if you knew that you was with him i will wait for you for you for you made me shake his hand when y'all been fuckin' for a minute i will wait for you for you walk me off the plank because you know that i'm a swimmer i will wait for you supposed to be your dog but you done put me in a kennel girl put a muzzle on it all that barkin' over dinner i was fuckin' with you when you had the tiny presidential you got better when you met me and that ain't coincidental tried to bring the best out you guess i'm not that influential guess i'm not the one that's meant for youi can hear your tears when they drop over the phone get mad at myself 'cause i can't leave you alone gossip bein' messy that ain't what we doing yeah world was ending trappin' around the world would you cry or would you try to get me over the phone dropping tears tell me now i want you to be clear yeah i get more vulnerable when i do pills tell me now i need you to be clear yeah when you drunk you tell me exactly how you feel i will wait for you for you when i'm loaded i keep it real i will wait for you i will wait for you please tell a real one exactly what it is i will wait will wait for you for you don't say it 'cause you know that's what i wanna hear i will wait for you i will wait for you 
Drake,woii yoii yeah trouble trouble foot feet you know e go god god ovo unruly god ovo unruly ovo unruly yeah ayy yeah ayy ayytry fi rush me out try fi brush me off i see badman like skull and me from unruly girl why pree weh why pree why pree why pree disrespect we and shot a go beat yeah they tryna say we done pussy we cyaa done no we cyaa done we cannot done we cannot done we cyaa done weh we cannot done we cannot done no we cyaa done we cannot done we cannot done ooh ooh ooh ooh ooh we cyaa done weh we cannot donetry fi rush me out try fi brush me off i see badman like skull and me from unruly girl why pree weh why pree why pree why pree disrespect we and shot a go beat yeah they tryna say we done pussy we cyaa done no we cyaa done we cannot done we cannot done we cyaa done we cannot done we cannot done we cyaa done we cannot done we cannot done we cyaa done we cannot done notry fi rush me out try fi brush me off i see badman like skull and me from unruly girl why pree why pree why pree why pree disrespect we and shot a go beat they tryna say we done pussy we cyaa donewe cyaa done we cannot done we cannot done we cyaa done we cannot done we cannot done we cyaa done we cannot done we cannot done we cyaa done we cannot done no
Drake,yeah grrat yeah damn i feel like john wick empty clips yeah empty clips yeah empty clips shell cases scatter the floor bullets they shatter the glass i could feel the tension in this room like a chatter in class every day breakin' records shit is just happening fast that shit was a quick switch yeah i feel like i'm always on thin ice with a thick bitch so many shots fired i need me a clip switch i'm in that fuckin' bag right now i'm a lipstick sabbatical in miami this shit was holistic man i remember niggas was jokin' 'bout some tick tick and now that rapper broke as fuck the boy a statistic empty clips yeah empty clips i'm almost expressionless john cena wouldn't know emotions i wrеstle with plagued by the fact i was born a pеrfectionist still can't even wrap my mind around the success of this point me to your boss nigga you a receptionist i really hate the fact i make this shit sound effortless i put so much thought into the messages it's borderline obsessiveness remember who you messin' with white america say i'm becoming a threat black america love to remind me what my mama look like as if i'd ever fuckin' forget i'm never enough much to their dismay i'm levelin' up yeah there's too much treasure to hunt there's too many hoes in the spot the ratio seven to one livin' for right now 'cause i really think heaven's a front nadia died in dubai i waited on a spirit to come by for like seventeen months that shit didn't visit me once damn she wanted to better her life she wanted some opportunity we wasn't given a bunch her ex would eat away at her soul that nigga a munch the last message she sent to my phone's 'bout keeping in touch so pardon me questioning god and not believing in much it's wick man don't listen to wikipedia capo a wicked nigga i pray it don't hit the media they say drake you gettin' harder funny it's getting easier rappers are slick comedians and they get disobedient and they don't stay in they lane it's like niggas hit the median boat say he the recipe i must be the key ingredient capo might wick a man down with evil deviance they gon' have to talk to ouija boards like heebie jeebian like the large was too big for you you'll need a medium just to send a message to somebody you loved previous empty clips yeahsee drake liveget tickets as low as you might also like
Drake,try me a hundred times wanted me to lie wanted me to cry wanted me to die real life i i i i'm stayin' alive we're stayin' alive we're stayin' alive we're stayin' alive another one yeah try me a hundred times wanted me to lie wanted me to cry wanted me to die dj khaled i i i i'm stayin' alive we're stayin' alive we're stayin' alive we're stayin' we livehow she in love and she been over once it's not like i known her for months this life it allowed me to take what i want it's not like i know what i want it's not like i know what i need i get some time but there's no guarantees when i was broke she was bein' a tease four pockets full now she down on her knees woah woah woah woah baby gon' hit it then send her to me yeah or i'ma hit it and send her to baby that's how i get when this life get too crazy woah woah for real for real woah they tryna seal the deal see me up under a sheet parade in the streets yeah you might also liketry me a hundred times wanted me to lie wanted me to cry wanted me to die i i i i'm stayin' alive we're stayin' alive we're stayin' alive we're stayin' alive yeah try me a hundred times wanted me to lie wanted me to cry wanted me to die i i i i'm stayin' alive i'm stayin' alive we're stayin' alive we're stayin' alive for real oh yeah for real for realtry me a hundred times wanted me to lie wanted me to cry wanted me to die i i i i'm stayin' alive we're stayin' alive we're stayin' alive we're stayin' alive yeah try me a hundred times wanted me to lie wanted me to cry wanted me to die i i i i'm stayin' alive i'm stayin' alive we're stayin' alive we're stayin' alive for real oh yeah for real for real
Drake,woah woah yeah look at me dead in my eyes i know that you know that a nigga ain't lyin' too much respect all of my shawty bds they know not to try it too much respect i used to hand out cds before they would buy it woah she love me so much it seem like she biased niggas don't know how i live but that's 'cause they live at the hyatt ayy l step team steppin' on shit 'til it's quiet he brought me the money sealed up i still had to count it i cannot just eye itwoah woah woah yeah let's have sex in the bank tеll 'em to open the safе i hate a privileged rapper who don't even know what it take the diamonds they hit like a rainbow that's 'cause the necklace a frank purr woah woah woah yeah let's have sex in the nines let's do it breakin' and bendin' her spine let's do it let's do it i hate a privileged rapper that ain't had a hit since he signed let's do it niggas be full of excuses act like they takin' they time for real for real woah woah woah yeah let's have sex in the bank tеll 'em to open the safе i hate a privileged rapper who don't even know what it take the diamonds they hit like a rainbow that's 'cause the necklace a frank purr woah woah woah yeah let's have sex in the nines let's do it breakin' and bendin' her spine let's do it let's do it i hate a privileged rapper that ain't had a hit since he signed let's do it niggas be full of excuses act like they takin' they time for real for real 
Drake, six yeah yeah yeahleave me out the comments leave me out the nonsense speakin' out of context people need some content niggas tryna keep up shit is not a contest whippin' benz concept heaven sent god sent least that's what my mom says proof is in the progress money's not a object busy than a motherfucker you know how my job get barkin' up the wrong tree you know how the dogs get haven't fallen off yet yee come with a classic they come around years later and say it's a sleeper the earrings are real the petty is real might charge my ex for a feature deposit the money to brenda latisha or linda felicia she came for me twice i didn't even nut for her once you know i'm a pleaser forty two millimeter was made in geneva yeah i probably should go to yeshiva we went to ibiza yeah i probably should go link with yeezy i need me some jesus but soon as i started confessin' my sins he wouldn't believe us see drake liveget tickets as low as you might also likesins i got sins on my mind and some m's got a lot of m's on my mind and my friends yeah i keep my friends on my mind i'm in love i'm in love with two girls at one time and they tens that's why i got ten on my mind i got m's got a lot of m's on my mind and my friends yeah i keep my friends on my mind should repent i need me some jesus in my life amensins i got sins on my mind and some m's got a lot of m's on my mind and my friends yeah i keep my friends on my mind i'm in love i'm in love with two girls at one time and they tens that's why i got ten on my mind i got m's got a lot of m's on my mind and my friends yeah i keep my friends on my mind should repent i need me some jesus in my life amen
